ID,RA,Dec,Gal Long,Gal Lat,Ecl Long,Ecl Lat
667,306.856210478,17.9444444444,60.3375333444,-11.7622854528,314.73008567,35.839071624
668,311.926633014,17.9444444444,63.1830070368,-15.7158938703,320.339560035,34.3513810237
669,316.997055549,17.9444444444,66.2521562561,-19.552101059,325.795753768,32.7393639447
670,322.067478084,17.9444444444,69.5798554174,-23.2498602777,331.10484049,31.0207998167
671,327.137900619,17.9444444444,73.2034926947,-26.7841401865,336.276142673,29.2130589443
672,332.208323155,17.9444444444,77.161834688,-30.125318815,341.321232751,27.3329238562
673,337.27874569,17.9444444444,81.4928009273,-33.2386841334,346.253160491,25.3964974412
674,342.349168225,17.9444444444,86.2297183747,-36.0842175996,351.085820974,23.4191770539
675,347.41959076,17.9444444444,91.3957048197,-38.6169283753,355.833456965,21.4156752399
676,352.490013295,17.9444444444,96.9962006829,-40.7880853455,0.510278163653,19.4000705478
677,357.560435831,17.9444444444,103.010487613,-42.5476948088,5.13017515828,17.3858750663
678,2.56933453535,13.0833333333,107.687812635,-48.5663300014,7.61184280304,10.9723289658
679,7.50084138466,13.0833333333,114.887998819,-49.4533466162,12.0780682491,9.03977951927
680,12.432348234,13.0833333333,122.287531026,-49.7862765585,16.5345768258,7.13916830466
681,17.3638550833,13.0833333333,129.703479334,-49.5513733971,20.991318349,5.28196054518
682,22.2953619326,13.0833333333,136.950248877,-48.7583816683,25.4574595988,3.47945204713
683,27.2268687819,13.0833333333,143.868842269,-47.4386272313,29.9412682188,1.74278195668
684,32.1583756312,13.0833333333,150.346515558,-45.6393359849,34.449995375,0.0829275445237
685,37.0898824806,13.0833333333,156.322125937,-43.4163644332,38.9897570023,-1.48932136831
686,42.0213893299,13.0833333333,161.779674956,-40.8275444243,43.5654161512,-2.96341011798
687,46.9528961792,13.0833333333,166.736060649,-37.9278945836,48.1804716607,-4.32908998423
688,51.8844030285,13.0833333333,171.228387016,-34.7669034168,52.8369609281,-5.57651189286
689,56.8159098778,13.0833333333,175.303731312,-31.387468152,57.5353866726,-6.69634145982
690,61.7474167271,13.0833333333,179.012124392,-27.8259040402,62.2746789289,-7.67989212398
691,66.6789235764,13.0833333333,182.402340814,-24.1125240706,67.0522036741,-8.51927127741
692,71.6104304258,13.0833333333,185.519731468,-20.2724492999,71.8638281345,-9.20753249191
693,76.5419372751,13.0833333333,188.405377563,-16.3264530387,76.7040497533,-9.73882541044
694,81.4734441244,13.0833333333,191.096026129,-12.2917416005,81.5661910918,-10.1085339065
695,86.4049509737,13.0833333333,193.624450632,-8.18263406476,86.4426570129,-10.3133929737
696,91.336457823,13.0833333333,196.02002223,-4.01113552497,91.3252441014,-10.3515756666
697,96.2679646723,13.0833333333,198.309374561,0.212586491484,96.2054864097,-10.2227432892
698,101.199471522,13.0833333333,200.517107974,4.47980670303,101.075017291,-9.92805477632
699,106.130978371,13.0833333333,202.666519606,8.78291054332,105.925925102,-9.47013449501
700,111.06248522,13.0833333333,204.780373509,13.115109264,110.751081325,-8.85300108562
701,115.99399207,13.0833333333,206.881747711,17.4701848364,115.544422987,-8.08196299847
702,120.925498919,13.0833333333,208.99501909,21.8422472916,120.301176551,-7.16348868226
703,125.857005768,13.0833333333,211.147078769,26.2254848653,125.018016745,-6.10506070499
704,130.788512618,13.0833333333,213.368918945,30.6138821156,129.693160031,-4.91502338464
705,135.720019467,13.0833333333,215.697809898,35.0008710753,134.326397755,-3.6024328842
706,140.651526316,13.0833333333,218.180415849,39.3788618683,138.919077852,-2.1769174151
707,145.583033165,13.0833333333,220.877419878,43.738565096,143.474046113,-0.648553474062
708,150.514540015,13.0833333333,223.870611256,48.067954981,147.995558481,0.972237814421
709,155.446046864,13.0833333333,227.274052531,52.3506021151,152.489175014,2.67477194707
710,160.377553713,13.0833333333,231.252065645,56.5628714328,156.961644325,4.44815911973
711,165.309060563,13.0833333333,236.048483838,60.6690222245,161.420784903,6.28133961684
712,170.240567412,13.0833333333,242.033246442,64.6123608036,165.875367091,8.16309794344
713,175.172074261,13.0833333333,249.76887777,68.2990757147,170.334996734,10.0820578304
714,180.103581111,13.0833333333,260.066699151,71.570013385,174.809998933,12.026660771
715,185.03508796,13.0833333333,273.863182089,74.1615470101,179.311297787,13.9851311972
716,189.966594809,13.0833333333,291.454731643,75.6965913119,183.850285688,15.9454318713
717,194.898101659,13.0833333333,311.06689281,75.826122394,188.438673545,17.8952136492
718,199.829608508,13.0833333333,329.209404575,74.5147224077,193.088311444,19.8217645392
719,204.761115357,13.0833333333,343.681504296,72.0768989758,197.810967811,21.7119639923
720,209.692622207,13.0833333333,354.521064238,68.9012788524,202.61805459,23.5522496336
721,214.624129056,13.0833333333,2.6353793839,65.2727889372,207.52028676,25.3286051139
722,219.555635905,13.0833333333,8.87662689432,61.3657980632,212.527267563,27.0265792885
723,224.487142755,13.0833333333,13.8479574773,57.2830118361,217.646997033,28.631348207
724,229.418649604,13.0833333333,17.9474576117,53.0861215252,222.885311732,30.1278319593
725,234.350156453,13.0833333333,21.436888767,48.8137124364,228.245278524,31.5008776186
726,239.281663302,13.0833333333,24.4918488449,44.4910855054,233.726584399,32.7355165936
727,244.213170152,13.0833333333,27.2335710922,40.1356747594,239.324985399,33.8172989435
728,249.144677001,13.0833333333,29.748487655,35.7601258538,245.031896463,34.7326982973
729,254.07618385,13.0833333333,32.1003414436,31.3741146696,250.834213669,35.4695693723
730,259.0076907,13.0833333333,34.3378399166,26.985469304,256.714453709,36.017627258
731,263.939197549,13.0833333333,36.4996241254,22.6008966755,262.651267005,36.3689063288
732,268.870704398,13.0833333333,38.6175969911,18.2264804041,268.620330668,36.5181502986
733,273.802211248,13.0833333333,40.7192332346,13.8680459975,274.595563607,36.4630865963
734,278.733718097,13.0833333333,42.8292499657,9.53145144697,280.550543947,36.2045492696
735,283.665224946,13.0833333333,44.9708746222,5.22284064547,286.459966651,35.7464336546
736,288.596731796,13.0833333333,47.1668620545,0.948885788522,292.300970624,35.0954890483
737,293.528238645,13.0833333333,49.4403603488,-3.28296096141,298.054192316,34.2609771282
738,298.459745494,13.0833333333,51.815691016,-7.46418894413,303.704457958,33.2542389726
739,303.391252344,13.0833333333,54.3190843291,-11.5849067643,309.241091898,32.0882195379
740,308.322759193,13.0833333333,56.9793881101,-15.6334592679,314.65787657,30.7769955121
741,313.254266042,13.0833333333,59.8287418618,-19.5959663787,319.952738663,29.3353430152
742,318.185772892,13.0833333333,62.9031704778,-23.4557675711,325.127252313,27.7783690948
743,323.117279741,13.0833333333,66.2429934502,-27.1927607518,330.186047199,26.1212185048
744,328.04878659,13.0833333333,69.8928549465,-30.782637498,335.136193953,24.3788569615
745,332.980293439,13.0833333333,73.9010463182,-34.1960450116,339.986618618,22.5659248548
746,337.911800289,13.0833333333,78.3176148532,-37.3977592009,344.74757743,20.6966512249
747,342.843307138,13.0833333333,83.1905646412,-40.3460451816,349.430206185,18.7848161213
748,347.774813987,13.0833333333,88.5593706601,-42.9925176281,354.046146004,16.8437494748
749,352.706320837,13.0833333333,94.4452938542,-45.2829749322,358.607239284,14.8863556305
750,357.637827686,13.0833333333,100.838979916,-47.1597898836,3.12528525425,12.9251541439
751,2.52847189094,8.22222222222,105.671838951,-53.259035175,5.59571894809,6.53743697445
752,7.3933367558,8.22222222222,113.644615742,-54.2547815274,10.0342554337,4.62046487604
753,12.2582016207,8.22222222222,121.903458828,-54.6447224792,14.4721190312,2.72960043378
754,17.1230664855,8.22222222222,130.195155148,-54.4088392699,18.9188625479,0.876223038703
755,21.9879313504,8.22222222222,138.259898717,-53.5593425574,23.3834199866,-0.928369192254
756,26.8527962153,8.22222222222,145.881820797,-52.1377227461,27.87396717,-2.67294862656
757,31.7176610801,8.22222222222,152.92024808,-50.2055986416,32.3977766079,-4.34636400818
758,36.582525945,8.22222222222,159.313532412,-47.8335656488,36.9610663348,-5.93756620945
759,41.4473908099,8.22222222222,165.06316487,-45.09187244,41.5688452019,-7.43565653748
760,46.3122556747,8.22222222222,170.211221893,-42.0445848671,46.2247601393,-8.82995954599
761,51.1771205396,8.22222222222,174.820390171,-38.7469936329,50.930954045,-10.1101212101
762,56.0419854045,8.22222222222,178.960012514,-35.2452206435,55.6879458702,-11.2662318239
763,60.9068502693,8.22222222222,182.69789184,-31.5769947697,60.4945467199,-12.288971081
764,65.7717151342,8.22222222222,186.096268683,-27.7728859012,65.3478267954,-13.1697705936
765,70.636579999,8.22222222222,189.21038274,-23.8576002373,70.2431472342,-13.9009867808
766,75.5014448639,8.22222222222,192.088454596,-19.8511547128,75.1742679037,-14.4760749216
767,80.3663097288,8.22222222222,194.772357712,-15.7698700431,80.1335368971,-14.8897535783
768,85.2311745936,8.22222222222,197.298568623,-11.6271812362,85.1121601959,-15.1381479296
769,90.0960394585,8.22222222222,199.699184725,-7.43428880481,90.1005415847,-15.2189011026
770,94.9609043234,8.22222222222,202.002916814,-3.20068091332,95.0886747264,-15.1312444706
771,99.8257691882,8.22222222222,204.236029088,1.06544385479,100.066562781,-14.87602097
772,104.690634053,8.22222222222,206.423235488,5.35682649647,105.024637372,-14.455659424
773,109.555498918,8.22222222222,208.588582331,9.66684693745,109.954148786,-13.8741020805
774,114.420363783,8.22222222222,210.756362493,13.989251479,114.847503034,-13.1366914786
775,119.285228648,8.22222222222,212.952121719,18.3178876014,119.698528022,-12.2500257932
776,124.150093513,8.22222222222,215.203837852,22.6464236502,124.502659313,-11.221793627
777,129.014958377,8.22222222222,217.543383727,26.9680261062,129.257044302,-10.0605997044
778,133.879823242,8.22222222222,220.008430185,31.2749577693,133.96057084,-8.77579220844
779,138.744688107,8.22222222222,222.645015483,35.558043706,138.613831556,-7.3773008764
780,143.609552972,8.22222222222,225.511111819,39.8059237882,143.219038016,-5.8754928168
781,148.474417837,8.22222222222,228.681669054,44.0039635048,147.77989953,-4.28105068693
782,153.339282702,8.22222222222,232.25580611,48.1326160211,152.301480357,-2.60487567395
783,158.204147567,8.22222222222,236.366985579,52.1648997787,156.79004675,-0.858015841309
784,163.069012431,8.22222222222,241.196862873,56.0624580075,161.252912377,0.948381076323
785,167.933877296,8.22222222222,246.992093326,59.7694134504,165.698287477,2.80309242195
786,172.798742161,8.22222222222,254.077941188,63.20311232,170.13513413,4.69482562972
787,177.663607026,8.22222222222,262.846597768,66.2416879501,174.573027248,6.61220669666
788,182.528471891,8.22222222222,273.663977547,68.7126186609,179.022018537,8.54375562489
789,187.393336756,8.22222222222,286.610739053,70.3980078167,183.49249871,10.4778526103
790,192.258201621,8.22222222222,301.095828189,71.0853949724,187.995051587,12.4026990471
791,197.123066486,8.22222222222,315.774066533,70.6675499076,192.540292572,14.3062778102
792,201.98793135,8.22222222222,329.18898507,69.2112773288,197.138683254,16.1763178018
793,206.852796215,8.22222222222,340.544688723,66.9131330053,201.800313865,18.0002684239
794,211.71766108,8.22222222222,349.790809637,63.996742262,206.534646255,19.7652904041
795,216.582525945,8.22222222222,357.254611675,60.6475642171,211.350212271,21.4582701811
796,221.44739081,8.22222222222,3.33546892108,56.9991778361,216.254266468,23.0658656466
797,226.312255675,8.22222222222,8.37813756349,53.1426840235,221.252398293,24.5745911901
798,231.17712054,8.22222222222,12.6478533907,49.1395815026,226.348117457,25.9709493435
799,236.041985404,8.22222222222,16.3407246694,45.0318804492,231.542436859,27.2416144782
800,240.906850269,8.22222222222,19.600691294,40.8489376572,236.833489162,28.3736705966
801,245.771715134,8.22222222222,22.5342807457,36.6118590816,242.216223765,29.3549001031
802,250.636579999,8.22222222222,25.221647691,32.3363138361,247.68223759,30.1741136869
803,255.501444864,8.22222222222,27.7244216145,28.0343531594,253.219792171,30.8215037824
804,260.366309729,8.22222222222,30.0912112325,23.71561202,258.81405804,31.2889967546
805,265.231174594,8.22222222222,32.3614846761,19.3881267206,264.447604323,31.5705736936
806,270.096039459,8.22222222222,34.5683496465,15.0589127256,270.1011189,31.6625282539
807,274.960904323,8.22222222222,36.7405967417,10.7343933756,275.754308508,31.5636335507
808,279.825769188,8.22222222222,38.9042543663,6.42073826389,281.386896945,31.2751988326
809,284.690634053,8.22222222222,41.0838263306,2.12415122406,286.97962158,30.8010091784
810,289.555498918,8.22222222222,43.3033324332,-2.14886295345,292.515128646,30.1471553856
811,294.420363783,8.22222222222,45.5872391134,-6.39122974053,297.978686357,29.3217736752
812,299.285228648,8.22222222222,47.9613451258,-10.5950130907,303.358666305,28.3347234171
813,304.150093513,8.22222222222,50.4536710608,-14.7510797095,308.64677974,27.1972345002
814,309.014958377,8.22222222222,53.095386746,-18.848696617,313.838087594,25.9215543542
815,313.879823242,8.22222222222,55.9217915717,-22.8750362281,318.930825845,24.520619248
816,318.744688107,8.22222222222,58.9733314649,-26.8145599135,323.926098913,23.0077671306
817,323.609552972,8.22222222222,62.2965796806,-30.6482494954,328.827494362,21.3965016315
818,328.474417837,8.22222222222,65.9450063559,-34.3526605846,333.640665361,19.7003101402
819,333.339282702,8.22222222222,69.9791842842,-37.8987904706,338.372916578,17.9325337796
820,338.204147567,8.22222222222,74.4657915183,-41.2508018265,343.0328175,16.1062837429
821,343.069012431,8.22222222222,79.4743616935,-44.3647467114,347.629856577,14.2343966584
822,347.933877296,8.22222222222,85.0702811321,-47.1876248568,352.174141057,12.3294210318
823,352.798742161,8.22222222222,91.302366903,-49.6574029255,356.676141283,10.4036269828
824,357.663607026,8.22222222222,98.1842502804,-51.7049571688,1.1464742389,8.46903209524
825,2.50671007997,3.36111111111,103.192850051,-57.9148086077,3.63173725255,2.08747581251
826,7.37157494483,3.36111111111,112.232453417,-59.0538565682,8.09209991401,0.16264616213
827,12.2364398097,3.36111111111,121.706228189,-59.5047053278,12.5611269518,-1.74095548475
828,17.1013046746,3.36111111111,131.232191225,-59.2369188696,17.0484915019,-3.61166024404
829,21.9661695394,3.36111111111,140.414720623,-58.268779702,21.5633695097,-5.43779063444
830,26.8310344043,3.36111111111,148.943924872,-56.6615762046,26.1142726152,-7.20764924226
831,31.6958992692,3.36111111111,156.647617905,-54.5025481787,30.70886825,-8.90952428619
832,36.560764134,3.36111111111,163.483224386,-51.886088001,35.3537863058,-10.5317163353
833,41.4256289989,3.36111111111,169.496652016,-48.9003654947,40.0544148965,-12.0625901027
834,46.2904938637,3.36111111111,174.778915252,-45.6209045101,44.8146915462,-13.4906545673
835,51.1553587286,3.36111111111,179.435201058,-42.1092176224,49.6369004106,-14.8046735314
836,56.0202235935,3.36111111111,183.56756764,-38.4140642499,54.5214904689,-15.9938069878
837,60.8850884583,3.36111111111,187.267307688,-34.5736340692,59.4669333814,-17.0477813114
838,65.7499533232,3.36111111111,190.612831226,-30.6177771016,64.4696420217,-17.9570833798
839,70.6148181881,3.36111111111,193.670227515,-26.569933382,69.5239706078,-18.7131704978
840,75.4796830529,3.36111111111,196.494896277,-22.4486834735,74.6223140355,-19.308684847
841,80.3445479178,3.36111111111,199.133446203,-18.2689516892,79.7553170698,-19.7376586563
842,85.2094127827,3.36111111111,201.625510806,-14.042927282,84.9121937837,-19.9956949597
843,90.0742776475,3.36111111111,204.005361208,-9.78077006761,90.0811452874,-20.0801091911
844,94.9391425124,3.36111111111,206.303303081,-5.49115743318,95.2498513538,-19.99001919
845,99.8040073773,3.36111111111,208.546891241,-1.18171853111,100.406001437,-19.7263753384
846,104.668872242,3.36111111111,210.762013371,3.14060801621,105.537824941,-19.2919279924
847,109.533737107,3.36111111111,212.973900929,7.46926340519,110.634580712,-18.6911352629
848,114.398601972,3.36111111111,215.208129112,11.7977795242,115.686971542,-17.9300196129
849,119.263466837,3.36111111111,217.491673314,16.1194873628,120.687459724,-17.0159858164
850,124.128331702,3.36111111111,219.854099479,20.4271974062,125.630472169,-15.9576150855
851,128.993196566,3.36111111111,222.328982004,24.7128216079,130.51249589,-14.7644504748
852,133.858061431,3.36111111111,224.95566664,28.9668973221,135.332074828,-13.4467872974
853,138.722926296,3.36111111111,227.7815268,33.1779583495,140.089725806,-12.0154797194
854,143.587791161,3.36111111111,230.864894745,37.3316745175,144.787794605,-10.4817715375
855,148.452656026,3.36111111111,234.278865418,41.4096458959,149.430273101,-8.85715591985
856,153.317520891,3.36111111111,238.116116522,45.387688529,154.022596068,-7.15326599608
857,158.182385756,3.36111111111,242.494624761,49.2333892508,158.571432426,-5.3817958451
858,163.047250621,3.36111111111,247.563355261,52.9026638891,163.084481373,-3.55444972228
859,167.912115485,3.36111111111,253.504961857,56.3351178372,167.570279616,-1.68291623964
860,172.77698035,3.36111111111,260.52809839,59.4484342357,172.038022071,0.221136439394
861,177.641845215,3.36111111111,268.83438203,62.1333531886,176.497395321,2.14604864985
862,182.50671008,3.36111111111,278.538824471,64.2537694975,180.958420634,4.0801449035
863,187.371574945,3.36111111111,289.537995203,65.6603980107,185.431301556,6.01170162828
864,192.23643981,3.36111111111,301.388963382,66.2253921909,189.926269899,7.92891146648
865,197.101304675,3.36111111111,313.345685423,65.8892064007,194.453423279,9.81984877034
866,201.966169539,3.36111111111,324.619857332,64.6878945037,199.022547298,11.6724411781
867,206.831034404,3.36111111111,334.677850652,62.7361667688,203.642916054,13.474452489
868,211.695899269,3.36111111111,343.337405837,60.1819589796,208.323066116,15.2134824314
869,216.560764134,3.36111111111,350.671615849,57.1668198663,213.070541579,16.8769892263
870,221.425628999,3.36111111111,356.869785902,53.8072624911,217.891611542,18.4523409427
871,226.290493864,3.36111111111,2.1433914134,50.1921206259,222.790966553,19.9269013037
872,231.155358729,3.36111111111,6.68315889331,46.3868493613,227.771406973,21.2881545939
873,236.020223593,3.36111111111,10.6466623737,42.4392199186,232.833543665,22.5238724002
874,240.885088458,3.36111111111,14.1593176427,38.3842612814,237.975538719,23.6223219018
875,245.749953323,3.36111111111,17.3197129273,34.2479972706,243.192919844,24.5725113057
876,250.614818188,3.36111111111,20.205458467,30.0501212014,248.478504509,25.3644630253
877,255.479683053,3.36111111111,22.878266421,25.8058737956,253.822467066,25.9894999022
878,260.344547918,3.36111111111,25.388006535,21.5273613953,259.21257245,26.4405250634
879,265.209412783,3.36111111111,27.7758422731,17.2244922783,264.6345836,26.7122729776
880,270.074277648,3.36111111111,30.0766415191,12.9056562313,270.072828294,26.8015089728
881,274.939142512,3.36111111111,32.3208503571,8.57823377678,275.510888338,26.7071575231
882,279.804007377,3.36111111111,34.535987029,4.24899505145,280.932354977,26.4303459418
883,284.668872242,3.36111111111,36.7478808388,-0.0755688020709,286.321583493,25.9743588082
884,289.533737107,3.36111111111,38.9817550052,-4.38894943278,291.664380126,25.3445079636
885,294.398601972,3.36111111111,41.263234367,-8.68433382198,296.948565464,24.5479315747
886,299.263466837,3.36111111111,43.6193474266,-12.9543014196,302.164377681,23.5933421154
887,304.128331702,3.36111111111,46.079585737,-17.1904810754,307.304701905,22.4907461289
888,308.993196566,3.36111111111,48.6770797009,-21.3831395777,312.365133399,21.2511581784
889,313.858061431,3.36111111111,51.449944575,-25.5206674835,317.343898534,19.8863282632
890,318.722926296,3.36111111111,54.4428366144,-29.5889190931,322.241666896,18.4084972491
891,323.587791161,3.36111111111,57.7087225715,-33.5703525128,327.061290626,16.8301895778
892,328.452656026,3.36111111111,61.3107782919,-37.4429052661,331.807504467,15.1640475532
893,333.317520891,3.36111111111,65.3241416814,-41.1785379799,336.48661408,13.4227074039
894,338.182385756,3.36111111111,69.8368621923,-44.7414007113,341.106192825,11.6187143372
895,343.047250621,3.36111111111,74.9486847339,-48.0856611899,345.674799798,9.76447189899
896,347.912115485,3.36111111111,80.7651767439,-51.1532524479,350.201725513,7.87221996831
897,352.77698035,3.36111111111,87.3833394864,-53.8722524082,354.696766459,5.95403538732
898,357.641845215,3.36111111111,94.8643882224,-56.1573653411,359.170026081,4.02184932857
899,2.50324278266,-1.5,100.016485311,-62.5142432985,1.69545942828,-2.37210793029
900,7.36810764752,-1.5,110.401842529,-63.8360865984,6.16744858535,-4.30250845357
901,12.2329725124,-1.5,121.484201824,-64.364702995,10.6577691931,-6.21663499739
902,17.0978373773,-1.5,132.652559194,-64.051311285,15.1763687197,-8.10260987324
903,21.9627022421,-1.5,143.265609013,-62.9252799884,19.7328279523,-9.94844835172
904,26.827567107,-1.5,152.866162491,-61.0818874698,24.3361695021,-11.7420439175
905,31.6924319718,-1.5,161.264777684,-58.6482293076,28.9946440518,-13.4711704967
906,36.5572968367,-1.5,168.484884978,-55.7509829051,33.7154926423,-15.1235070866
907,41.4221617016,-1.5,174.662450569,-52.4987520883,38.5046868994,-16.6866901637
908,46.2870265664,-1.5,179.968209692,-48.9773985479,43.3666538565,-18.1483987793
909,51.1518914313,-1.5,184.566242253,-45.2521291866,48.3039978263,-19.4964761706
910,56.0167562962,-1.5,188.598116697,-41.3716981227,53.3172381587,-20.7190898178
911,60.881621161,-1.5,192.180156623,-37.3725293391,58.4045878608,-21.8049290319
912,65.7464860259,-1.5,195.406032157,-33.2820607089,63.561802656,-22.7434354001
913,70.6113508908,-1.5,198.350852903,-29.1212543318,68.7821315453,-23.5250569692
914,75.4762157556,-1.5,201.075188728,-24.9064214394,74.0563967371,-24.1415124551
915,80.3410806205,-1.5,203.628505975,-20.6505370832,79.3732219298,-24.5860478002
916,85.2059454854,-1.5,206.051947427,-16.3641920299,84.7194134688,-24.8536649779
917,90.0708103502,-1.5,208.38054102,-12.0562929015,90.0804805079,-24.9413029157
918,94.9356752151,-1.5,210.644961463,-7.73459079949,95.4412611347,-24.8479532538
919,99.80054008,-1.5,212.872964843,-3.40609601524,100.786605463,-24.574699279
920,104.665404945,-1.5,215.090600327,0.922579013797,106.102057682,-24.1246740063
921,109.53026981,-1.5,217.323287164,5.24491617667,111.374479229,-23.5029417316
922,114.395134675,-1.5,219.596833495,9.55420080807,116.592564531,-22.7163149625
923,119.259999539,-1.5,221.938466752,13.8432187803,121.747216944,-21.7731241628
924,124.124864404,-1.5,224.377943422,18.1039159785,126.831771668,-20.6829604919
925,128.989729269,-1.5,226.948807221,22.326990647,131.842070768,-19.4564115895
926,133.854594134,-1.5,229.689866614,26.5013818906,136.776409694,-18.1048079682
927,138.719458999,-1.5,232.646959016,30.613606691,141.635383358,-16.6399935669
928,143.584323864,-1.5,235.87504667,34.6468830371,146.42166287,-15.074129419
929,148.449188729,-1.5,239.44061975,38.5799594173,151.139732381,-13.4195349626
930,153.314053593,-1.5,243.424207346,42.3855564293,155.795610819,-11.6885677869
931,158.178918458,-1.5,247.922405471,46.0283305701,160.396577128,-9.8935398002
932,163.043783323,-1.5,253.048035064,49.4623327904,164.950911261,-8.04666594175
933,167.908648188,-1.5,258.925607482,52.6281397564,169.46765738,-6.16004049854
934,172.773513053,-1.5,265.677181502,55.4503325373,173.956411047,-4.24563564677
935,177.638377918,-1.5,273.392034588,57.8369489743,178.427128585,-2.31531679121
936,182.503242783,-1.5,282.076259285,59.6838226198,182.889954324,-0.380869447686
937,187.368107648,-1.5,291.59237504,60.8872215506,187.355059934,1.54596734303
938,192.232972512,-1.5,301.624947847,61.3653879052,191.832489222,3.45346586616
939,197.097837377,-1.5,311.72034598,61.0821284276,196.33200169,5.32987751201
940,201.962702242,-1.5,321.406614409,60.0591569188,200.862908598,7.16340811034
941,206.827567107,-1.5,330.325208509,58.3685489283,205.433896347,8.94220548546
942,211.692431972,-1.5,338.293881164,56.1107103699,210.05283374,10.65436395
943,216.557296837,-1.5,345.287326248,53.3912943762,214.72656215,12.287950427
944,221.422161702,-1.5,351.378967467,50.3060995139,219.460670983,13.8310566495
945,226.287026566,-1.5,356.686113759,46.9348882382,224.259264937,15.2718812837
946,231.151891431,-1.5,1.33452632124,43.3410037224,229.124734384,16.5988446841
947,236.016756296,-1.5,5.44075169438,39.573587703,234.057545226,17.8007371898
948,240.881621161,-1.5,9.10567394693,35.6704535065,239.056069113,18.8668993308
949,245.746486026,-1.5,12.4138086158,31.660742186,244.116477983,19.7874291004
950,250.611350891,-1.5,15.4350263155,27.5670910486,249.232727265,20.5534077952
951,255.476215756,-1.5,18.2270188355,23.4073075442,254.396648773,21.1571322831
952,260.34108062,-1.5,20.8377598152,19.1956303143,259.598166679,21.5923385379
953,265.205945485,-1.5,23.3076866219,14.9436733639,264.825638266,21.8543995874
954,270.07081035,-1.5,25.6715473183,10.661137496,270.066306802,21.9404812669
955,274.935675215,-1.5,27.959945998,6.35635574629,275.306839217,21.8496416942
956,279.80054008,-1.5,30.2006506548,2.03672390313,280.533909221,21.582865093
957,284.665404945,-1.5,32.4197344711,-2.29094472778,285.734779948,21.143026772
958,289.53026981,-1.5,34.6426201738,-6.62010927671,290.897840332,20.5347925293
959,294.395134675,-1.5,36.8950953072,-10.9442096757,296.013055942,19.7644617561
960,299.259999539,-1.5,39.204367293,-15.2563688094,301.072306932,18.8397685544
961,304.124864404,-1.5,41.6002325604,-19.5490625167,306.0696009,17.7696578052
962,308.989729269,-1.5,44.1164444729,-23.8137269116,311.001162912,16.5640530067
963,313.854594134,-1.5,46.7923798072,-28.0402638757,315.86541635,15.2336308565
964,318.719458999,-1.5,49.6751202043,-32.2163917177,320.662875668,13.7896145921
965,323.584323864,-1.5,52.8220740559,-36.3267673636,325.395975406,12.243594508
966,328.449188729,-1.5,56.3042410843,-40.3517777187,330.068859355,10.6073804252
967,333.314053593,-1.5,60.2101064997,-44.265862231,334.687150668,8.89288768856
968,338.178918458,-1.5,64.6498078462,-48.0351960811,339.257719153,7.11205573608
969,343.043783323,-1.5,69.7583611709,-51.6145687305,343.788456956,5.27679650036
970,347.908648188,-1.5,75.6948538947,-54.9434321136,348.288069022,3.39896877839
971,352.773513053,-1.5,82.6309940394,-57.941588065,352.76588064,1.49037411021
972,357.638377918,-1.5,90.7176066196,-60.506221566,357.231661025,-0.437230527107
973,2.51794309654,-6.36111111111,95.7359723711,-67.0228303824,359.763313281,-6.8361965867
974,7.3828079614,-6.36111111111,107.871253523,-68.5899057094,4.23683238546,-8.76997964126
975,12.2476728263,-6.36111111111,121.217487188,-69.2247118945,8.73860171215,-10.6925385892
976,17.1125376911,-6.36111111111,134.71516965,-68.8427621801,13.2790159392,-12.5918706936
977,21.977402556,-6.36111111111,147.229465944,-67.4959932593,17.8682515131,-14.455760891
978,26.8422674209,-6.36111111111,158.075059485,-65.3427520138,22.5160549975,-16.2717601414
979,31.7071322857,-6.36111111111,167.121995443,-62.5735207075,27.2314971685,-18.0271804452
980,36.5719971506,-6.36111111111,174.572876013,-59.3563869089,32.0226889909,-19.7091132321
981,41.4368620155,-6.36111111111,180.733166216,-55.8194279358,36.8964595747,-21.3044782019
982,46.3017268803,-6.36111111111,185.892498117,-52.0540727674,41.8580020312,-22.8001096288
983,51.1665917452,-6.36111111111,190.28750511,-48.1242321367,46.9105008878,-24.1828863095
984,56.0314566101,-6.36111111111,194.100672427,-44.0746983177,52.0547640194,-25.4399094237
985,60.8963214749,-6.36111111111,197.470094827,-39.9373431817,57.2888918758,-26.5587292902
986,65.7611863398,-6.36111111111,200.500302702,-35.7353505396,62.6080253189,-27.5276172393
987,70.6260512046,-6.36111111111,203.271271822,-31.4860359229,68.0042180782,-28.3358727907
988,75.4909160695,-6.36111111111,205.84525008,-27.2027252311,73.4664778569,-28.9741496612
989,80.3557809344,-6.36111111111,208.271758884,-22.8960232803,78.9810092311,-29.4347779534
990,85.2206457992,-6.36111111111,210.591233009,-18.5746900422,84.5316711271,-29.7120556216
991,90.0855106641,-6.36111111111,212.837693295,-14.246265221,90.1006339397,-29.8024814188
992,94.950375529,-6.36111111111,215.040749947,-9.91753247283,95.6691912158,-29.7049049314
993,99.8152403938,-6.36111111111,217.2271522,-5.59488387,101.218655084,-29.4205770242
994,104.680105259,-6.36111111111,219.422039797,-1.28462650107,106.731249877,-28.9530949187
995,109.544970124,-6.36111111111,221.650009972,3.00673793813,112.190918721,-28.3082481773
