ID,RA,Dec,Gal Long,Gal Lat,Ecl Long,Ecl Lat
336,300.228031139,42.25,77.6339084207,6.311266598,319.39483912,60.613177785
337,306.543820613,42.25,80.2078240064,2.40460455484,327.734050956,58.5922484647
338,312.859610086,42.25,83.0495497945,-1.30677711503,335.40639301,56.3834673647
339,319.17539956,42.25,86.1669078981,-4.79372589421,342.500959808,54.0394812035
340,325.491189034,42.25,89.5662763446,-8.02446233281,349.109231504,51.6047104627
341,331.806978507,42.25,93.2504079561,-10.9648628202,355.316199531,49.1164387381
342,338.122767981,42.25,97.2159648989,-13.5791046649,1.19680799268,46.6061522262
343,344.438557455,42.25,101.450939046,-15.8307561478,6.81529033706,44.1007994869
344,350.754346929,42.25,105.932308343,-17.6843517088,12.2258619302,41.6238501578
345,357.070136402,42.25,110.624449611,-19.1074064633,17.4739130816,39.1961324893
346,3.15301306706,37.3888888889,114.443025574,-24.8420486828,19.5431868382,32.6679197105
347,9.05465241132,37.3888888889,119.586377089,-25.3839750475,24.4190132838,30.4914385051
348,14.9562917556,37.3888888889,124.776902106,-25.4528110815,29.2369138882,28.396926955
349,20.8579310998,37.3888888889,129.941322033,-25.0470285918,34.0148480682,26.3983155372
350,26.7595704441,37.3888888889,135.008561655,-24.1755450442,38.7678392028,24.5088254814
351,32.6612097884,37.3888888889,139.915448892,-22.8567924529,43.50822398,22.7410182273
352,38.5628491326,37.3888888889,144.610844064,-21.116911123,48.2458578053,21.1067982711
353,44.4644884769,37.3888888889,149.057631909,-18.9874565284,52.9882887026,19.6173757424
354,50.3661278212,37.3888888889,153.232644286,-16.5030389103,57.7409138456,18.2831951996
355,56.2677671654,37.3888888889,157.125036948,-13.6992273796,62.5071331198,17.1138376694
356,62.1694065097,37.3888888889,160.733808282,-10.6109065697,67.28851317,16.1179037521
357,68.0710458539,37.3888888889,164.065071808,-7.27113685141,72.0849733348,15.3028864673
358,73.9726851982,37.3888888889,167.129499378,-3.71047397909,76.8950017602,14.6750431863
359,79.8743245425,37.3888888889,169.940146407,0.0433431006109,81.7159060134,14.2392762473
360,85.7759638867,37.3888888889,172.510711407,3.96543766738,86.5440980022,13.9990314634
361,91.677603231,37.3888888889,174.854182565,8.03366379776,91.3754084496,13.9562225903
362,97.5792425753,37.3888888889,176.981772407,12.2283676153,96.205422163,14.1111879089
363,103.48088192,37.3888888889,178.902018341,16.5320891738,101.029822473,14.4626825205
364,109.382521264,37.3888888889,180.619913811,20.9292336697,105.844731931,15.0079070057
365,115.284160608,37.3888888889,182.135915918,25.4057243395,110.647036883,15.7425700672
366,121.185799952,37.3888888889,183.444635229,29.9486347873,115.434685761,16.660980022
367,127.087439297,37.3888888889,184.532930716,34.545783008,120.206954522,17.7561578001
368,132.989078641,37.3888888889,185.376970775,39.1852485527,124.964677083,19.0199626276
369,138.890717985,37.3888888889,185.937507031,43.8547398124,129.710443151,20.4432208769
370,144.792357329,37.3888888889,186.151987402,48.5406731544,134.448770164,22.0158485703
371,150.693996674,37.3888888889,185.920869189,53.2266909817,139.186259508,23.7269585427
372,156.595636018,37.3888888889,185.082805081,57.8910478528,143.931749737,25.5649440803
373,162.497275362,37.3888888889,183.367457412,62.5015889695,148.696480904,27.5175317015
374,168.398914706,37.3888888889,180.301552531,67.005264996,153.494284437,29.5717964142
375,174.300554051,37.3888888889,175.017516219,71.3044080566,158.341811913,31.7141331161
376,180.202193395,37.3888888889,165.896066322,75.1999653354,163.258813339,33.930177699
377,186.103832739,37.3888888889,150.289222464,78.264785792,168.268470082,36.2046709076
378,192.005472083,37.3888888889,126.73462516,79.7141286645,173.397777586,38.5212572426
379,197.907111428,37.3888888889,101.656927668,78.8918726669,178.677955261,40.8622106324
380,203.808750772,37.3888888889,83.6838710323,76.2001648401,184.144830196,43.2080790784
381,209.710390116,37.3888888889,72.993196968,72.4863619041,189.83908985,45.5372436784
382,215.612029461,37.3888888889,66.8101172055,68.2766610767,195.806216129,47.8253962643
383,221.513668805,37.3888888889,63.21627836,63.8191661698,202.095788931,50.0449592218
384,227.415308149,37.3888888889,61.1713474693,59.2327503599,208.7596793,52.1645080796
385,233.316947493,37.3888888889,60.1137961549,54.5800075964,215.848469018,54.1483207657
386,239.218586838,37.3888888889,59.7272611283,49.8976879234,223.405334325,55.9562722237
387,245.120226182,37.3888888889,59.8251436332,45.2098733339,231.456840986,57.5444081767
388,251.021865526,37.3888888889,60.2932665204,40.534138941,240.000971128,58.8666164713
389,256.92350487,37.3888888889,61.0601368918,35.8846833976,248.994527395,59.8777564843
390,262.825144215,37.3888888889,62.0807638031,31.2740595934,258.344495567,60.5382577491
391,268.726783559,37.3888888889,63.3274460185,26.7142210037,267.909362408,60.8195083206
392,274.628422903,37.3888888889,64.7843117043,22.2172194431,277.514312005,60.7085849353
393,280.530062247,37.3888888889,66.4439593635,17.7957216819,286.977971187,60.2106261937
394,286.431701592,37.3888888889,68.3053088114,13.4634325363,296.141605764,59.3478707881
395,292.333340936,37.3888888889,70.3721525292,9.23547103605,304.890097604,58.1557666511
396,298.23498028,37.3888888889,72.6520939104,5.12872260898,313.159125916,56.6776580173
397,304.136619624,37.3888888889,75.1556597313,1.16217377914,320.930152982,54.9597097447
398,310.038258969,37.3888888889,77.8954240623,-2.64277866216,328.218857742,53.0471043499
399,315.939898313,37.3888888889,80.8850041266,-6.2620677029,335.06248658,50.9817662532
400,321.841537657,37.3888888889,84.1378018265,-9.66878744731,341.509316557,48.8013618221
401,327.743177001,37.3888888889,87.6653831825,-12.8331789248,347.61122771,46.5391558009
402,333.644816346,37.3888888889,91.4754293583,-15.7228548745,353.419108109,44.224344596
403,339.54645569,37.3888888889,95.5692768621,-18.303363151,358.980364219,41.8825982442
404,345.448095034,37.3888888889,99.9392061606,-20.5391860709,4.3378099545,39.536649605
405,351.349734379,37.3888888889,104.565833719,-22.3952381211,9.52937289068,37.2068462722
406,357.251373723,37.3888888889,109.416169494,-23.8388436022,14.5882371643,34.9116281545
407,2.97026657923,32.5277777778,113.34481636,-29.6065148384,16.7825854695,28.4241015346
408,8.59526657923,32.5277777778,118.771960466,-30.2061589578,21.5641907116,26.3110756899
409,14.2202665792,32.5277777778,124.261175059,-30.329920935,26.2973764586,24.2662349481
410,19.8452665792,32.5277777778,129.730419418,-29.9748313508,30.9977192581,22.3029096032
411,25.4702665792,32.5277777778,135.09951331,-29.149345673,35.678560809,20.4338382096
412,31.0952665792,32.5277777778,140.297291633,-27.8723802337,40.3511128993,18.6712089387
413,36.7202665792,32.5277777778,145.266818754,-26.1712867425,45.0245457376,17.0266635507
414,42.3452665792,32.5277777778,149.967871966,-24.0792385687,49.7060643679,15.5112671564
415,47.9702665792,32.5277777778,154.376785226,-21.6325463057,54.4009809437,14.1354475297
416,53.5952665792,32.5277777778,158.48437003,-18.8683054814,59.1127924238,12.9089085581
417,59.2202665792,32.5277777778,162.292836869,-15.8225933011,63.8432738741,11.8405234462
418,64.8452665792,32.5277777778,165.812512151,-12.5292592247,68.5925970184,10.9382143952
419,70.4702665792,32.5277777778,169.058867018,-9.0192406688,73.3594819809,10.2088265097
420,76.0952665792,32.5277777778,172.050099263,-5.32028436176,78.1413873559,9.65800441524
421,81.7202665792,32.5277777778,174.805311074,-1.45694841146,82.9347400404,9.29008029975
422,87.3452665792,32.5277777778,177.343213338,2.54922127815,87.735202046,9.10798165732
423,92.9702665792,32.5277777778,179.681240709,6.67942006149,92.5379673055,9.11316582274
424,98.5952665792,32.5277777778,181.834953758,10.9172734609,97.3380779069,9.30558647316
425,104.220266579,32.5277777778,183.817613645,15.2485197196,102.130746789,9.68369479487
426,109.845266579,32.5277777778,185.639826424,19.6607046123,106.911673126,10.2444752258
427,115.470266579,32.5277777778,187.309159238,24.1428964974,111.677337538,10.9835129073
428,121.095266579,32.5277777778,188.829621941,28.6854221297,116.425266754,11.8950875289
429,126.720266579,32.5277777778,190.200875958,33.2796179242,121.154260979,12.9722863804
430,132.345266579,32.5277777778,191.416960505,37.9175854621,125.864581452,14.2071282844
431,137.970266579,32.5277777778,192.464179354,42.591931668,130.558099871,15.5906896911
432,143.595266579,32.5277777778,193.317490397,47.2954589261,135.238415022,17.1132244876
433,149.220266579,32.5277777778,193.934099711,52.0207389484,139.910944687,18.7642698303
434,154.845266579,32.5277777778,194.241512787,56.7594327701,144.583002543,20.5327313493
435,160.470266579,32.5277777778,194.113748265,61.5010420945,149.263870241,22.4069421837
436,166.095266579,32.5277777778,193.319846305,66.2302897035,153.964874148,24.3746913235
437,171.720266579,32.5277777778,191.399686203,70.9207974651,158.699474397,26.4232175476
438,177.345266579,32.5277777778,187.320014187,75.5170566076,163.483370733,28.539165819
439,182.970266579,32.5277777778,178.353386861,79.870713506,168.334624774,30.7085033776
440,188.595266579,32.5277777778,156.307745616,83.4564540159,173.273791056,32.9163931129
441,194.220266579,32.5277777778,110.933061571,84.4731181346,178.324038398,35.1470223938
442,199.845266579,32.5277777778,76.3268681924,81.8872228041,183.511226981,37.3833868658
443,205.470266579,32.5277777778,62.2496464773,77.8120766983,188.863882906,39.6070315845
444,211.095266579,32.5277777778,56.1918629617,73.3107551628,194.412978702,41.79775741
445,216.720266579,32.5277777778,53.3496296618,68.6586499081,200.191383956,43.9333105135
446,222.345266579,32.5277777778,52.0553857012,63.9449374975,206.232797833,45.9890892256
447,227.970266579,32.5277777778,51.6227531161,59.2073222277,212.569926113,47.9379273103
448,233.595266579,32.5277777778,51.7261779151,54.4655981654,219.231648265,49.7500465612
449,239.220266579,32.5277777778,52.1948511962,49.7322563883,226.238988717,51.3933103945
450,244.845266579,32.5277777778,52.932828366,45.0165365025,233.599938896,52.8339406836
451,250.470266579,32.5277777778,53.8840097305,40.3262267992,241.303644004,54.0378557653
452,256.095266579,32.5277777778,55.0152493046,35.6685792565,249.315150187,54.9727104074
453,261.720266579,32.5277777778,56.3075800626,31.050842134,257.572568372,55.6105385673
454,267.345266579,32.5277777778,57.7513862335,26.4806184764,265.988654561,55.9306347562
455,272.970266579,32.5277777778,59.3436284318,21.9661460088,274.45791195,55.9220621819
456,278.595266579,32.5277777778,61.0861951057,17.5165463759,282.868386955,55.585110414
457,284.220266579,32.5277777778,62.98489537,13.1420698549,291.115259153,54.9312555128
458,289.845266579,32.5277777778,65.0488203962,8.85435055795,299.112453336,53.9816353888
459,295.470266579,32.5277777778,67.2899047581,4.66668034046,306.799460782,52.7645061065
460,301.095266579,32.5277777778,69.7225685716,0.594304012195,314.142654903,51.3123597937
461,306.720266579,32.5277777778,72.3633403913,-3.34526798038,321.132280986,49.6593063264
462,312.345266579,32.5277777778,75.2303619138,-7.13194204175,327.777134299,47.839068683
463,317.970266579,32.5277777778,78.3426662915,-10.7427443997,334.098756602,45.8836794863
464,323.595266579,32.5277777778,81.7191100266,-14.1515876251,340.126309348,43.8227916984
465,329.220266579,32.5277777778,85.3768352983,-17.3291669167,345.892607607,41.6834439266
466,334.845266579,32.5277777778,89.329163007,-20.2430790856,351.43134421,39.4901191083
467,340.470266579,32.5277777778,93.5828916263,-22.8582814095,356.775311499,37.2649668507
468,346.095266579,32.5277777778,98.1351293303,-25.1380169048,1.95536557997,35.028098434
469,351.720266579,32.5277777778,102.970026852,-27.0453079202,6.99989778855,32.7978968862
470,357.345266579,32.5277777778,108.056069552,-28.5450401754,11.9346278521,30.5913089219
471,2.82691155549,27.6666666667,112.159287652,-34.3642364288,14.2544237394,24.121183853
472,8.20004588385,27.6666666667,117.891827423,-35.0226206504,18.9249505176,22.0731426018
473,13.5731802122,27.6666666667,123.705483794,-35.2007930076,23.5572902748,20.0813033949
474,18.9463145406,27.6666666667,129.506554263,-34.8940706803,28.1648710393,18.1582749971
475,24.3194488689,27.6666666667,135.202635367,-34.1104783268,32.7594446767,16.3161978672
476,29.6925831973,27.6666666667,140.711820442,-32.8697406575,37.3510975107,14.5667757568
477,35.0657175256,27.6666666667,145.96942015,-31.2009563812,41.9482574758,12.9212779463
478,40.438851854,27.6666666667,150.931070255,-29.1395498133,46.5576991032,11.3905130592
479,45.8119861824,27.6666666667,155.572367094,-26.7241584272,51.1845508285,9.98477613498
480,51.1851205107,27.6666666667,159.886058255,-23.9939568533,55.8323114063,8.71377155801
481,56.5582548391,27.6666666667,163.878069467,-20.9866680716,60.5028836082,7.58651554035
482,61.9313891674,27.6666666667,167.563420764,-17.7372910588,65.1966337964,6.611223075
483,67.3045234958,27.6666666667,170.962669977,-14.2774380105,69.9124852887,5.79518550254
484,72.6776578242,27.6666666667,174.099142396,-10.6351222901,74.6480516198,5.14464589419
485,78.0507921525,27.6666666667,176.996953682,-6.83484214964,79.3998129095,4.6646801569
486,83.4239264809,27.6666666667,179.67970702,-2.89783525349,84.1633348177,4.35909192213
487,88.7970608092,27.6666666667,182.169706585,1.15758519127,88.9335254027,4.23032875292
488,94.1701951376,27.6666666667,184.487537535,5.31567050366,93.7049211755,4.27942594086
489,99.5433294659,27.6666666667,186.651889915,9.56288689865,98.471990355,4.50598222916
490,104.916463794,27.6666666667,188.679534132,13.8875940186,103.229439327,4.90816936878
491,110.289598123,27.6666666667,190.585381899,18.279759167,107.972507927,5.48277476042
492,115.662732451,27.6666666667,192.382586385,22.7307086769,112.697240492,6.22527386997
493,121.035866779,27.6666666667,194.082648659,27.2329145181,117.400722373,7.12992692329
494,126.409001108,27.6666666667,195.695504642,31.7798126468,122.081275416,8.18989281228
495,131.782135436,27.6666666667,197.229567703,36.3656490092,126.73861005,9.39735229256
496,137.155269764,27.6666666667,198.691695056,40.9853490626,131.373935637,10.743632421
497,142.528404093,27.6666666667,200.08702624,45.6344068567,135.99003403,12.2193246647
498,147.901538421,27.6666666667,201.418596568,50.3087899088,140.591303595,13.8143900407
499,153.27467275,27.6666666667,202.686524627,55.0048560475,145.183782129,15.5182458211
500,158.647807078,27.6666666667,203.886320616,59.7192776287,149.775157172,17.3198295812
501,164.020941406,27.6666666667,205.005186058,64.4489657185,154.37477123,19.2076375294
502,169.394075735,27.6666666667,206.013106612,69.1909774284,158.993627545,21.1697350609
503,174.767210063,27.6666666667,206.837951226,73.9423541589,163.644399244,23.1937382876
504,180.140344391,27.6666666667,207.277445983,78.6996676401,168.341441006,25.2667659695
505,185.51347872,27.6666666667,206.527125907,83.4567599842,173.100797454,27.3753619006
506,190.886613048,27.6666666667,195.392829629,88.1675651439,177.940196064,29.5053885793
507,196.259747376,27.6666666667,43.8238244786,86.9335942243,182.879003921,31.6418941737
508,201.632881705,27.6666666667,38.900033843,82.1937342559,187.938116525,33.7689567445
509,207.006016033,27.6666666667,38.6420668236,77.4355261594,193.139732835,35.8695129068
510,212.379150361,27.6666666667,39.2198232118,72.6793859823,198.506954021,37.9251831798
511,217.75228469,27.6666666667,40.1048053518,67.9301962397,204.063125712,39.9161138434
512,223.125419018,27.6666666667,41.1467632374,63.1911746504,209.830829622,41.8208656448
513,228.498553347,27.6666666667,42.2891005308,58.4652511374,215.830429265,43.6163930315
514,233.871687675,27.6666666667,43.5078048019,53.7553960869,222.078101217,45.2781721544
515,239.244822003,27.6666666667,44.7928446995,49.0647539764,228.583358273,46.7805476137
516,244.617956332,27.6666666667,46.1412012636,44.3967287951,235.346212829,48.0973692376
517,249.99109066,27.6666666667,47.5538845829,39.7550588049,242.354339868,49.2029702974
518,255.364224988,27.6666666667,49.0345454919,35.1438937358,249.580839089,50.0734867666
519,260.737359317,27.6666666667,50.5888058576,30.5678807257,256.983364081,50.6884307457
520,266.110493645,27.6666666667,52.223945555,26.0322632778,264.505336059,51.0323254094
521,271.483627973,27.6666666667,53.9487818725,21.542997002,272.079577691,51.0961223524
522,276.856762302,27.6666666667,55.7736600632,17.1068859464,279.634029384,50.8781051692
523,282.22989663,27.6666666667,57.7105103764,12.7317435324,287.098500318,50.3840671898
524,287.603030958,27.6666666667,59.7729425305,8.42658225057,294.411017954,49.626719679
525,292.976165287,27.6666666667,61.976353183,4.20183611686,301.522493075,48.6244735748
526,298.349299615,27.6666666667,64.3380193164,0.069619083162,308.399024011,47.3998656539
527,303.722433944,27.6666666667,66.8771416833,-3.95597938044,315.021896045,45.9779273069
528,309.095568272,27.6666666667,69.6147874366,-7.858564264,321.385863981,44.384733168
529,314.4687026,27.6666666667,72.5736594551,-11.6190803605,327.496498938,42.6462638411
530,319.841836929,27.6666666667,75.7775921883,-15.2154544985,333.367292409,40.7876184195
531,325.214971257,27.6666666667,79.2506434189,-18.6222742889,339.016986735,38.8325444669
532,330.588105585,27.6666666667,83.0156272352,-21.8105688316,344.467368501,36.8032198542
533,335.961239914,27.6666666667,87.0919345412,-24.7477899186,349.741586465,34.7202140131
534,341.334374242,27.6666666667,91.4925452976,-27.3981278698,354.862952134,32.6025643332
535,346.70750857,27.6666666667,96.2202930516,-29.7233216282,359.85413524,30.4679174082
536,352.080642899,27.6666666667,101.263730537,-31.684114953,4.73665711636,28.3326990437
537,357.453777227,27.6666666667,106.593347931,-33.2424384303,9.53059458392,26.2122888173
538,2.71550871105,22.8055555556,110.853863585,-39.1126932312,11.9092899199,19.7718169637
539,7.9329000154,22.8055555556,117.014124916,-39.8396490813,16.5239282614,17.7602872059
540,13.1502913197,22.8055555556,123.282214277,-40.0654008532,21.109914934,15.7960954655
541,18.3676826241,22.8055555556,129.543823523,-39.7831610458,25.6793254245,13.8915721958
542,23.5850739284,22.8055555556,135.68541264,-39.0013969084,30.2429167531,12.058678735
543,28.8024652328,22.8055555556,141.607223638,-37.7426148525,34.8100771203,10.3090309644
544,34.0198565371,22.8055555556,147.232596549,-36.0403367907,39.3887767844,8.65389800894
545,39.2372478415,22.8055555556,152.511828229,-33.9351455056,43.9855203977,7.10417544913
546,44.4546391458,22.8055555556,157.420968041,-31.4707493377,48.6053041683,5.67033332367
547,49.6720304502,22.8055555556,161.957326331,-28.6907419441,53.251583782,4.36234019004
548,54.8894217545,22.8055555556,166.133714603,-25.6363409153,57.9262609026,3.18956570536
549,60.1068130589,22.8055555556,169.972919138,-22.3450742416,62.6296971067,2.1606655622
550,65.3242043632,22.8055555556,173.503190695,-18.8502174765,67.3607640904,1.28345406791
551,70.5415956676,22.8055555556,176.754963129,-15.1807439169,72.1169377369,0.564771036993
552,75.7589869719,22.8055555556,179.758689094,-11.3615803269,76.8944411122,0.0103507709875
553,80.9763782763,22.8055555556,182.543554649,-7.41401545892,81.688437771,-0.375298487791
554,86.1937695806,22.8055555556,185.136824913,-3.35616166382,86.4932722658,-0.588996315006
555,91.411160885,22.8055555556,187.563614448,0.796588862905,91.3027500319,-0.628965636107
556,96.6285521893,22.8055555556,189.846930767,5.03114335731,96.110444541,-0.494876269137
557,101.845943494,22.8055555556,192.007889751,9.33633570123,100.910016511,-0.187853065222
558,107.063334798,22.8055555556,194.066042715,13.7026036882,105.69552854,0.289552001787
559,112.280726102,22.8055555556,196.039787206,18.1217129162,110.461739064,0.933421599652
560,117.498117407,22.8055555556,197.946860672,22.586521139,115.204361961,1.73856388461
561,122.715508711,22.8055555556,199.804942828,27.0907755915,119.920281913,2.69862565388
562,127.932900015,22.8055555556,201.632425481,31.6289349549,124.607720273,3.80621978214
563,133.15029132,22.8055555556,203.449458413,36.1960064205,129.266350866,5.05305849345
564,138.367682624,22.8055555556,205.279466393,40.7873857804,133.897369234,6.4300843432
565,143.585073928,22.8055555556,207.151495746,45.3986829344,138.503521929,7.92759169361
566,148.802465233,22.8055555556,209.104079733,50.0255031055,143.089104297,9.53533274938
567,154.019856537,22.8055555556,211.192028067,54.6631268595,147.659935736,11.2426036645
568,159.237247841,22.8055555556,213.499218994,59.3059672056,152.223320848,13.038307656
569,164.454639146,22.8055555556,216.164755631,63.9465137192,156.788003367,14.9109933427
570,169.67203045,22.8055555556,219.442128711,68.5729832894,161.364117498,16.84886761
571,174.889421755,22.8055555556,223.851676256,73.1632344961,165.963138383,18.8397831807
572,180.106813059,22.8055555556,230.648303394,77.6655827136,170.597830017,20.8712018166
573,185.324204363,22.8055555556,243.620559162,81.9190782868,175.282184842,22.9301347788
574,190.541595668,22.8055555556,276.509350749,85.1940118699,180.031344524,25.0030629941
575,195.758986972,22.8055555556,334.858905,84.9414096201,184.86148575,27.0758405001
576,200.976378276,22.8055555556,4.26419887154,81.4692882611,189.78964836,29.1335863917
577,206.193769581,22.8055555556,16.1681512779,77.1711899472,194.833475793,31.1605729372
578,211.411160885,22.8055555556,22.588000416,72.6544783596,200.010830468,33.1401210121
579,216.628552189,22.8055555556,26.8299283879,68.0584744568,205.339240765,35.0545187067
580,221.845943494,22.8055555556,30.0204124152,63.4296170961,210.835134781,36.8849848611
581,227.063334798,22.8055555556,32.6363449229,58.7883413853,216.512823466,38.6117059043
582,232.280726102,22.8055555556,34.9135552653,54.1457593093,222.383218689,40.2139804839
583,237.498117407,22.8055555556,36.98295039,49.5090856255,228.452316955,41.6705096539
584,242.715508711,22.8055555556,38.9242192639,44.8837717327,234.719551383,42.9598672728
585,247.932900015,22.8055555556,40.7898743981,40.2744796764,241.176208904,44.0611714536
586,253.15029132,22.8055555556,42.617126787,35.6855904358,247.804207184,44.9549498785
587,258.367682624,22.8055555556,44.4342410378,31.1215083104,254.575587943,45.6241496145
588,263.585073928,22.8055555556,46.2641801615,26.5868726503,261.453059963,46.0551925497
589,268.802465233,22.8055555556,48.1268337915,22.0867295608,268.391777713,46.2389354887
590,274.019856537,22.8055555556,50.0404688988,17.626691417,275.342277611,46.171378483
591,279.237247841,22.8055555556,52.022737297,13.2131009494,282.254186967,45.8539906904
592,284.454639146,22.8055555556,54.0914225519,8.85321158257,289.080090672,45.293589583
593,289.67203045,22.8055555556,56.2650280226,4.55539338865,295.778891494,44.5017976057
594,294.889421755,22.8055555556,58.5632605303,0.329372892638,302.318155085,43.4941803754
595,300.106813059,22.8055555556,61.0074323345,-3.81348589411,308.675217683,42.2892164227
596,305.324204363,22.8055555556,63.6207776706,-7.8598532583,314.837131419,40.9072510523
597,310.541595668,22.8055555556,66.4286526522,-11.794055411,320.799728497,39.3695548311
598,315.758986972,22.8055555556,69.4585541928,-15.597648939,326.566163675,37.6975588951
599,320.976378276,22.8055555556,72.7398515543,-19.2489620504,332.145265799,35.9122923357
600,326.193769581,22.8055555556,76.3030728372,-22.7226353489,337.549942182,34.0340119722
601,331.411160885,22.8055555556,80.1785343461,-25.9892245205,342.795780196,32.0819946933
602,336.628552189,22.8055555556,84.3940625347,-29.0149700556,347.899906859,30.0744550041
603,341.845943494,22.8055555556,88.9715772242,-31.7618930829,352.880109796,28.0285512311
604,347.063334798,22.8055555556,93.9224491644,-34.1884300478,357.754190485,25.9604489953
605,352.280726102,22.8055555556,99.2418961955,-36.2508439214,2.53950694188,23.885417161
606,357.498117407,22.8055555556,104.903277365,-37.9055977029,7.25266102653,21.8179377959
607,2.63085836582,17.9444444444,109.384269626,-43.8483926918,9.70650559194,15.3861082711
608,7.70128090103,17.9444444444,116.026542897,-44.6504827234,14.2519321111,13.4133692183
609,12.7717034362,17.9444444444,122.813981412,-44.9272227371,18.7782949029,11.4799010228
610,17.8421259714,17.9444444444,129.603950855,-44.6689511782,23.2965052362,9.59764296208
611,22.9125485067,17.9444444444,136.253468588,-43.8846919795,27.8164500449,7.77826655822
612,27.9829710419,17.9444444444,142.638276006,-42.6006537235,32.3469010613,6.03319274957
613,33.0533935771,17.9444444444,148.666126561,-40.8561701928,36.8954252994,4.37358789577
614,38.1238161123,17.9444444444,154.281470407,-38.6984289184,41.4682968091,2.81033700036
615,43.1942386475,17.9444444444,159.462536031,-36.1774056294,46.0704125493,1.35399328662
616,48.2646611827,17.9444444444,164.214001254,-33.3419245828,50.7052179029,0.014704211779
617,53.3350837179,17.9444444444,168.558506094,-30.2371329732,55.3746495992,-1.19788480115
618,58.4055062531,17.9444444444,172.529129298,-26.9032312034,60.0791054008,-2.27474620086
619,63.4759287884,17.9444444444,176.163703992,-23.3751137149,64.817450552,-3.2076013953
620,68.5463513236,17.9444444444,179.501012164,-19.6825713933,69.5870703851,-3.98906112672
621,73.6167738588,17.9444444444,182.578513811,-15.8507846407,74.3839764531,-4.61276769352
622,78.687196394,17.9444444444,185.431180595,-11.9009277872,79.2029700772,-5.07353050375
623,83.7576189292,17.9444444444,188.091058906,-7.85078037187,84.0378625053,-5.36744601768
624,88.8280414644,17.9444444444,190.587284101,-3.71529237746,88.8817455018,-5.4919935429
625,93.8984639996,17.9444444444,192.946360221,0.492917771198,93.7273008651,-5.44609966642
626,98.9688865348,17.9444444444,195.192592399,4.76313581199,98.5671329723,-5.23016627889
627,104.03930907,17.9444444444,197.34861248,9.08618908334,103.394105731,-4.84605994813
628,109.109731605,17.9444444444,199.435976919,13.4541388138,108.201664788,-4.29706349055
629,114.18015414,17.9444444444,201.475846163,17.8600155183,112.984127614,-3.58779357081
630,119.250576676,17.9444444444,203.489782836,22.2975848358,117.736927773,-2.72409065376
631,124.320999211,17.9444444444,205.50073927,26.7611299238,122.456804721,-1.71288935808
632,129.391421746,17.9444444444,207.534352831,31.2452339355,127.141935919,-0.562078082107
633,134.461844281,17.9444444444,209.620745548,35.7445406884,131.792013123,0.719643294219
634,139.532266817,17.9444444444,211.79716124,40.2534608496,136.408268816,2.12289963505
635,144.602689352,17.9444444444,214.11202487,44.7657697034,140.993461428,3.63776403179
636,149.673111887,17.9444444444,216.631492877,49.2739999064,145.551829242,5.25386346985
637,154.743534422,17.9444444444,219.450538206,53.7684436362,150.089022784,6.96046324948
638,159.813956957,17.9444444444,222.712674034,58.2353829096,154.612024273,8.74652825633
639,164.884379493,17.9444444444,226.646986714,62.6537087039,159.129060771,10.6007604843
640,169.954802028,17.9444444444,231.641649239,66.9879383151,163.649515143,12.5116132704
641,175.025224563,17.9444444444,238.396958139,71.1725422413,168.183836129,14.4672835338
642,180.095647098,17.9444444444,248.2433111,75.0738756735,172.743445782,16.4556839883
643,185.166069633,17.9444444444,263.648848015,78.3956478716,177.340639348,18.4643979147
644,190.236492169,17.9444444444,287.632020718,80.5030265129,181.988469241,20.480619764
645,195.306914704,17.9444444444,317.246915541,80.5429573477,186.700601241,22.4910857333
646,200.377337239,17.9444444444,341.540638695,78.4938572999,191.491127383,24.4819996646
647,205.447759774,17.9444444444,357.19842725,75.2010352217,196.374316533,26.4389612687
648,210.518182309,17.9444444444,7.1880214112,71.3134362979,201.364280908,28.3469058722
649,215.588604845,17.9444444444,14.023123727,67.1358313625,206.474535821,30.1900676202
650,220.65902738,17.9444444444,19.0645651649,62.8054410064,211.717432268,31.9519811809
651,225.729449915,17.9444444444,23.0278659875,58.3893198111,217.103449865,33.6155400843
652,230.79987245,17.9444444444,26.3087957119,53.9236537638,222.640353575,35.1631320764
653,235.870294986,17.9444444444,29.1404225213,49.4299026182,228.33224385,36.5768720528
654,240.940717521,17.9444444444,31.6684648852,44.9219706121,234.178566548,37.8389495869
655,246.011140056,17.9444444444,33.9891789872,40.4096686946,240.173192927,38.9320990631
656,251.081562591,17.9444444444,36.1694988669,35.9005220557,246.303721797,39.840184821
657,256.151985126,17.9444444444,38.2583351188,31.4007867024,252.551180149,40.5488720209
658,261.222407662,17.9444444444,40.2932402619,26.9160664035,258.890286494,41.0463293245
659,266.292830197,17.9444444444,42.3045326699,22.4517200645,265.290378857,41.3238880789
660,271.363252732,17.9444444444,44.3179712251,18.0131582277,271.716997863,41.3765723751
661,276.433675267,17.9444444444,46.3565773394,13.6060836584,278.133978073,41.203421733
662,281.504097802,17.9444444444,48.4419438764,9.23670921509,284.505779557,40.8075549891
663,286.574520338,17.9444444444,50.5952310206,4.91197515457,290.79973056,40.1959648809
664,291.644942873,17.9444444444,52.8379696177,0.639782479823,296.987875016,39.379076751
665,296.715365408,17.9444444444,55.1927438768,-3.57074372693,303.04821646,38.3701393108
666,301.785787943,17.9444444444,57.6837917761,-7.7089482888,308.96528547,37.1845320973
